"","SID31004","SID31009","SID31021","SID31030","SID31071","SID31112","SID31129","SID31137","SID31159","SID31160","SID31188","SID31219","SID31223","SID31233","SID31236","SID31237","SID31256","SID31267","SID31275","SID31276","SID31282","SID31285","SID31300","SID31328","SID31333","SID31337","SID31343","SID31360","SID31367","SID31379","SID31398","SID31416","SID31424","SID31428","SID31431","SID31446","SID31449","SID31450","SID31452","SID31455","SID31477","SID31489","SID31493","SID31501","SID31512","SID31519","SID31537","SID31549","SID31557","SID31582","SID31637","SID31685","SID31700","SID31705","SID31711","SID31714","SID31723","SID31749","SID31750","SID31766","SID31865","SID31866","SID31868","SID31870","SID31871","SID31872","SID31873","SID31874","SID31875","SID31876","SID31877","SID31878","SID31879","SID31880","SID31881","SID31883","SID31884","SID530002","SID530018","SID530026","SID530028","SID530039","SID530041","SID530050","SID530052","SID530054","SID530055","SID530074","SID530075","SID530119","SID530142","SID530154","SID530163","SID530167","SID530168","SID530172","SID530177","SID530185","SID530215","SID530227","SID530251","SID530258","SID530262","SID530295","SID530297","SID530315","SID530323","SID530331","SID530348","SID530364","SID530368","SID530373","SID530394","SID530398","SID530403","SID530444","SID530450","SID530451","SID530558","SID530600","SID530623","SID530697","SID530705","SID530743","SID530756","SID530840","SID530867","SID530890","SID531128","SID531155","SID531248","SID531274","SID531277","SID531281","SID531333","SID531352","SID531361","SID531382","SID531403","SID531414","SID531416","SID531424","SID531469","SID531663","SID531766","SID531775","SID532305","SID532749","SID532779","SID532796","SID532802","SID532826","SID532832","SID532915"
"Streptococcaceae",14.01023,8.212,1.28862,2.11212,0.79167,0.70554,3.83778,0.18291,0.58263,0.29251,0.04819,0.7459,0.05629,6.33978,0.15012,0.48804,1.21441,0.41653,0.03159,0.11976,0.21382,0.05327,1.61769,4.47621,0.24734,0.7927,2.83755,0.3013,2.40963,12.71403,9.53623,0.24028,0.74786,0.1338,1.05454,2.18903,1.69306,0.00498,1.26877,0.49406,0.6379,0.66745,0.61178,0.35333,0.07216,1.27228,9.11334,0.07241,7.2599,1.44956,0.56096,0.01524,1.35754,4.00071,1.32729,0.36254,1.3512,0.38422,0.51368,1.63487,1.6035,2.07359,3.9648,0.79528,0.10496,0.36241,0.07416,0.04486,0.19173,2.33299,0.05627,0.2326,0.09168,4.51284,0.38777,0.43067,0.05449,0.27559,0.20655,1.21795,0.7481,0.02141,1.19797,13.34974,1.48419,0.58419,0.41449,0.96659,0.33381,1.49239,0.33249,5.65291,4.83202,4.59781,0.71983,6.43723,2.5446,1.24106,0.3,0.04171,4.4133,2.72673,1.43723,0.11094,1.7081,0.77058,0.02354,0.33231,0.97215,0.06552,2.27158,1.68923,0.2459,0.12134,1.86611,0.93642,0.92929,2.34371,0.37951,0,0.02868,0.54986,2.57113,1.02174,0.24002,1.52866,0.02468,1.25356,1.29603,8.99717,1.22101,0.69305,0.06551,6.45319,0.15075,0.13204,0.12563,0.11296,0.05312,0.07176,0.17286,0.44843,3.42874,0.00122,0.08609,0.65064,0.27258,0.73165,1.36903,0.67658,0.93303,1.21908,0.56725,0.20292
"Christensenellaceae",0,0,0.01089,0.01426,0,0,0,0,0,0,0,0,0,0,0.01116,0.00513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01322,0,0,0.00405,0,0,0,0.05435,0.01591,0,0,0,0,0,0,0,0,0,0,0.00016,0.0323,0,0,0,0,0.00435,0,0,0,0.02024,0.03703,0,0,0.00403,0.0766,0.00213,0,0,0,0.01502,0,0.0126,0.03373,0,0.00388,0,0,0,0,0.02334,0,0,0.02818,0,0.01476,0.01381,0,0,0.00227,0,0,0,0.1218,0.00595,0,0,0,0,0,0,0.02409,0.26312,0,0.00871,0,0,0.12579,0,0.0202,0,0.01525,0.01266,0.00067,0,0.00754,0.19016,0.03436,0.01176,0,0,0.03531,0,0,0,0.03376,0,0,0.01404,0,0,0,0.00138,0,0.3759,0.65295,0,0,0,0,0,0,0.00293,0,0,0,0,0.01841,0,0.05426,0,0,0,2e-04
"Clostridiaceae",0.00299,0.00278,0.56269,0.93113,0.17665,1.36941,0.19172,0.38262,0.01893,10.56228,1.07285,0.10873,1.89242,0.00404,0.4292,0,0.00619,1.04006,0.38869,4.21412,0.12691,0.36885,3.75941,1.15627,0.10303,0.08506,0,0.14053,0.05583,0.19045,0.10064,0.02036,0.07733,0.0846,0.39383,0.33196,0.08666,0.47247,0.01478,0.82022,0.59138,3.12331,0.09247,0.41724,0.00063,0.37122,0.06903,0.17774,0,0.3839,0.20236,0.97264,0.80128,0.16077,0,0,0.65139,0.07942,0.86332,0.13824,0.10869,1.07845,0.11288,0.02548,0.01069,0.00545,0.07516,0.33177,0.40275,0.04388,0.02253,0.25833,0.01628,0.19469,0.3751,0.21876,0.19806,0.0045,0,0.10706,2.32511,0.00026,0.03441,0.56002,0.00656,0.03571,1.17687,0.19689,0.22374,0.11861,1.25505,0.35084,0.00156,0.13666,0.01346,0.03719,0.06586,0.08978,0.08072,0.17499,0,0.30452,0.04592,0.27193,0.13599,0,0.02384,0.10713,0.39524,0.58585,0.01717,0.38227,0.36963,0.13049,0.06019,0.19144,0.25564,1.01726,0.17944,0.03875,0.17563,0.26498,0.05137,1.34789,12.51678,0.21896,0.26925,0.53577,0.25808,0.09011,0.03316,0.04974,0.57356,1.22664,2.70132,0.02185,0.07243,0.26354,0.73881,0.31668,0.09298,0,6.06785,1.11274,0.08717,8.64816,0.00526,0,1.67778,0.52994,0.44862,1.0062,0.75011,0.44987
"Eubacteriaceae",4.58187,20.66702,2.61136,2.80199,9.97165,0,1.69428,0.38021,0.08465,3.56411,4.19795,0.58036,3.14077,0.49752,7.03023,13.25843,1.98299,2.92216,0.22115,11.42223,5.40151,7.58712,1.06953,7.36929,1.58246,0,0.21242,9.0577,0.71765,2.95575,1.19093,0.0254,0.97148,0.59221,0.26612,2.01813,8.7466,0.19377,7.7759,0.16762,7.0018,8.93163,0.37884,0.01021,1.02006,13.349,0.99531,18.52576,0.20931,0.86678,0.43996,0.05638,10.99831,0.00352,0.02766,0.85087,0.9941,6.05097,6.91351,4.66338,2.54306,1.01612,6.98613,0.01927,0.8235,0.39652,4.01271,1.60882,1.46571,7.26028,3.00194,0.68242,0.53263,0.26792,0.94196,1.00606,0.19335,5.36059,0.25017,0.28787,2.05098,0.30299,0.17195,3.37223,2.92085,0.15081,2.65615,0.19517,1.66837,3.06167,3.52601,9.40854,1.00497,11.85707,1.27247,1.3217,3.35424,0.31353,0.20437,5e-04,0,1.26184,7.60514,3.93373,3.79331,0.13277,0.0562,4.2754,4.22541,0.66345,0.65592,0.65877,1.50358,0.81908,2.18639,5.9107,0.02427,6.08226,0.78141,6.17748,1.19286,1.69,4.52937,0.33139,0,3.55773,2.04553,1.04239,0.29047,0.41443,2.46308,0.01235,0.81219,0.5827,3.04021,2.62903,6.73476,0,0,4.56466,0.52169,0,1.71791,0.21971,6.62601,22.26959,0.85132,4.60501,2.14454,7.58293,9.7274,3.63249,8.15948,1.14372
"Eubacteriales Family XIII. Incertae Sedis",0.00095,0,0.00133,0,0.00366,0.05696,0.00724,0.03421,0.00027,0,0,0,0,0.00836,0,0,0.04124,0,0,0,0,0,0,0,0,0,0,0.00922,0.0058,0.01218,0.06461,0,0.07118,0,0.01435,0.00221,0.01437,0,0,0,0.03417,0.0035,0.02718,0.11561,0.00459,0,0.01631,0.04344,0,0.03124,0,0.00812,0.02476,0.04266,0,0.00918,0.00117,0,0.02562,0,0.03126,0,0,0,0.00516,0,0,0.00233,0,0,0,0,0.0014,0.02382,0,0,0,0,0,0,0,0.0013,0,0,0.00472,0.01462,0.0054,0.00383,0,0.00445,5e-04,0.00473,0,0.00672,0.02183,0.00491,0.00822,0.01058,0.00401,0,0.01337,0.00315,0.01224,0.00158,0,0.02462,0.01075,0,0.04465,0,0,0,0,0.02121,0.02883,0.03561,0.01361,0,0,0.00892,0,0.00429,0.00503,0.00127,0.00607,0,0,0,0,0.00166,0,0,0.00408,0.01115,0.03181,0.00402,0,0,0.05806,0,0,0.00177,0,0,0,0,0,0,0,0,0,0.00523,0,0
"Lachnospiraceae",34.92241,33.45002,34.4614,26.05406,42.75305,35.49645,32.32366,70.13201,27.74122,42.1268,50.61329,23.48914,7.96893,51.69625,16.83872,47.81275,49.86657,20.94262,11.02104,26.48584,47.12157,23.1917,26.26526,30.13152,28.7736,64.18253,5.27149,38.43478,9.57183,37.91055,63.93114,72.05697,59.25985,76.58459,45.57977,29.5511,52.76724,10.58339,27.3822,25.60756,33.87789,24.49409,36.21127,73.60283,41.65885,33.29919,27.43306,41.29332,17.49793,24.14451,48.85953,18.13898,23.60346,7.4478,91.37685,25.65846,86.77886,37.31256,39.13878,48.39582,53.55563,14.78294,15.31092,56.10019,32.21431,21.79376,11.76491,19.38434,38.55651,8.59077,19.23367,18.07426,7.50958,12.94698,19.15853,12.50321,9.23447,73.65005,41.08903,25.63416,16.6087,54.46021,8.6212,27.0766,33.34408,19.71467,33.82284,29.29937,19.45145,25.00964,48.39834,43.27897,51.82235,24.33435,44.17155,50.73911,55.23779,18.67247,24.23274,75.43008,84.39101,35.89683,40.38832,20.24167,37.59974,29.18418,21.51525,36.63944,23.20877,35.19414,32.55936,32.4022,23.81732,35.44235,46.33223,48.91731,23.00864,15.64117,43.48585,15.71118,27.37419,50.02971,35.8021,13.28111,23.30962,4.72143,28.68828,33.98513,15.84997,57.06749,16.99593,0.31161,29.72848,30.29427,54.70342,12.2077,7.82625,3.70236,21.43952,21.74893,34.83221,3.11806,36.63941,21.41207,18.89857,42.91756,16.16171,49.09574,29.44082,20.14725,28.27156,62.81436,36.84728,13.37307
"Oscillospiraceae",14.52575,13.17465,18.6471,5.73785,13.65085,1.44484,3.77869,14.97065,1.00563,25.34054,16.7232,31.2716,5.28423,16.56994,45.34474,6.75103,2.41603,47.49663,26.65431,40.50719,17.19675,27.15139,19.51774,25.20127,28.28021,6.3895,1.64728,9.22481,1.98116,25.98847,7.82362,9.69679,8.43607,10.32918,12.19191,6.52906,18.66972,3.02086,25.60367,26.09146,25.31852,34.36231,3.77092,6.25703,21.68563,17.18795,30.00978,5.28395,0.40898,26.57062,6.6839,36.82502,20.9639,1.94502,1.37156,1.69593,1.63495,15.65121,12.06192,36.30187,21.47239,3.75115,9.71836,0.53882,27.76686,17.10644,30.94078,9.91205,20.59701,10.69349,22.10657,21.16474,3.14416,15.69839,23.33357,8.66885,3.85599,2.23573,1.10068,3.61932,26.05497,31.6229,16.79752,11.73757,7.61232,5.17725,28.12341,1.11163,11.00593,5.11692,36.18069,0.40186,5.3464,17.09205,36.22573,20.95158,23.34317,29.28218,14.83665,3.73202,0.22844,29.35527,5.9307,17.17718,17.5593,5.79291,32.87594,31.08439,0.35347,9.0499,2.18354,15.55727,28.47881,43.09815,16.14653,1.84058,28.54611,13.45044,23.31939,12.93497,27.34063,10.42237,10.79238,30.12609,2.71052,10.31749,25.48859,29.4757,17.35084,18.31654,5.17224,0.23347,18.22415,10.82362,3.49882,29.53505,7.91027,16.04354,21.15562,41.74899,15.90323,0.02771,17.3458,27.24737,6.06971,9.21599,18.69011,4.81897,24.54846,16.26642,31.793,6.30999,21.83218,13.5909
"Peptococcaceae",0,0,0,0,0,0,0,0,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17679,0,0.00691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcaceae",0,0.02944,0.02448,0.02179,0.48747,6.25395,0,0.0035,0.00709,0.00503,0.01764,0.011,0.00671,0.02384,1.1863,0.1784,0.17069,0.2465,0,0.12722,0.13198,0.04958,0.49458,0,0.17662,0.73999,0,0.01121,0.00904,0.05738,2.77216,0,0.56799,0.00056,0,0.00705,0.00194,0.00923,0.10798,1.57326,0.91605,1.91538,0.02901,0.00511,0.00541,0.90434,0.00901,0.46602,0,3.14847,0,0.04727,1.09669,0.47347,0,0,0.34613,0,0.12123,0,0.01271,0.1368,0.16279,0.33083,0.00464,0.02173,0.16471,0.21481,0.38185,0.19243,0.11619,0.269,0.00071,0,1.2004,0.05947,0,0.00532,0.00903,0.08485,0,0,0.13549,1.13575,0.0092,0.17677,0,0.56447,0,0,0.20503,0.61948,0.05174,0.49035,0.04011,0.04221,0.00709,0.01396,0.17025,0.03948,0.02055,0.00597,0,0.05137,1.51755,0,0.04213,1.63921,0.00288,0,0.49268,0.30385,0.09311,0.14528,0.03704,0.90395,0.31085,0,0,0.00684,0,0,0,0,0,0.02906,0.06272,0.30634,0,0.14574,0.06584,0,0.00036,0.67926,0.16906,0.00354,0.09198,0,0.00938,0.06619,0.20296,0,0.03072,0.34846,0.06058,0.08193,0.0978,0,0.00264,0,0.53744,1.40214,0.05226,0
"Coprobacillaceae",0,0,0.002,0.00215,0,0.22043,0,0,0.0013,0.18296,10.86258,0,0,0,0,3.21413,0,0,0.76761,0,0,0,0.25285,0,0.48722,0,0,0.11199,0,0,0.00127,0,0,0,0.27662,0,1.25059,0,0.29483,0,0.00784,0,0,0,0,0,0,0,0,0,0.04123,0.20794,0,0,0,0,0,0,0.00435,0,0,0.5826,0.02495,0.00039,6.74042,0,0.73092,0,0.00466,0,0,0,0,0,0.37056,0.13269,0,0,3.50896,2.25271,0,0,0,0,0,0.22894,0,0,0,0,0,0.0531,0.00155,1.1949,0,0,0,0.01169,0.00209,0.05485,0,0.00246,0,0,0,0,0,0.02217,0,0.01083,0,1.01437,0.17207,0,0,0.59264,0.17557,0.75513,0.0062,0.1924,0,0,0,0,0,0,0,0.01791,0.47029,0,0.00013,0,0.00891,0.02436,0.00042,0,0,0.10941,0,0,0.00753,0,0.0174,0,0,0.01178,0.12054,0,0,0.03384,0.34255,0,0.0134,0.18746
"Erysipelotrichaceae",2.26365,0.03183,0.33642,0.0771,0.00086,5.05986,0.73033,0.60875,0.00731,0.05486,1.39672,0,0.02254,8.3777,0.17545,0.18667,0.48524,4.31309,13.25963,0.01093,1.63879,0.00777,0.09209,0.03548,0.3792,4.41731,0.00855,1.88175,0.49769,0.14703,1.38992,1.32053,0.01121,1.11814,0.01509,4.2983,0.14124,2.50235,0.2508,0.18548,0.72233,0.0647,1.02545,8.96474,0.02241,0.72856,0.27183,0.01426,3.00054,0.81825,0.05956,0.20897,2.79396,1.27494,1.68613,0.08419,0.22946,0.01543,8.53227,0.2419,0.23653,0.06443,0.40974,1.94386,0.01353,0.77746,3.95407,0.04125,4.72639,0.81249,0.12767,0.10253,0.22305,0.60631,0.53535,1.18189,0.26383,2.76278,0.43755,2.04972,3.19019,0.07426,1.96869,2.98271,0.13234,0.37757,0.02014,0.43196,0.2115,0.10422,0.39472,5.28261,0.91416,2.35028,0.25846,0.00683,0.17358,0.00508,0.34631,0.46855,3.58535,0.01248,0.36519,0.09137,0.05332,0.00663,0.42033,1.04311,0.2191,0.18295,0.36913,3.65937,0.04713,0.04231,0.32953,0.94462,1.20943,0.4542,0.34578,0.40328,1.56671,0.35767,0.6993,0.00435,5.27095,1.11866,0.02677,0.39192,0.58448,0.15681,0.04893,0.36018,0.11006,6.24369,0.5627,1.67261,0.11586,0.36417,3.03073,0.0282,0.27533,0,0.64372,0.14323,0.18251,2.706,0.10579,1.67758,0.035,0.41771,0.77824,1.692,0,0.18164
"Turicibacteraceae",0,0,0.00327,0,0,0.58728,0,0,0,0,0,0,0,0.00348,0,0.00062,0.02627,0.14837,0,0.01416,0.00844,0.08296,0.27186,0,0.04317,0,0,0,0,0,0.01615,0,0.02237,0,0,0,0,0,0.00863,0.01055,0.28731,0.04061,0.00296,0,0.02832,0.03286,0.00503,0.03266,0,0.01406,0,0,0.07905,0,0,0,0.13664,0,1.09214,0,0.02253,0.01778,0.0483,0,0,0,0,0.03503,0,0.0308,1.15725,0.03301,0.06714,0,0.00449,0,0.11638,0,0,0.03887,0,0,0,0.7354,0.01887,0.04107,0,0.07697,0,0,0.00717,0.26079,0,0.05588,0,0,0,0,0.11254,0,0,0,0,0,0.00464,0,0,0.03599,0,0,0.19434,0.06356,0.00334,0,0,0.14571,0.02109,0,0,0,0,0,0,0,0,0.0545,0.0602,0.01382,0,0,0,0,0,0.11132,0,0,0.05352,0,0,0,0,0,0.00968,0,0,0.00721,0,0,0.0017,0,0.13589,3.49063,0,0
"Acidaminococcaceae",0.73251,0.00461,0,0,0.76764,0.0862,0.00222,0,0,2.61568,0.25954,0,1.23101,0,0.40858,0,0,0.13815,1.36222,0,0,0,1.19053,0.21034,0,0,0.01988,0.00612,0.09404,0,0,0,0,0,0,0.05677,0.00725,0.98611,0,0,0,0,0.09411,0,0,0,0,0.00534,0,0,0.00816,0.06685,0.01474,0,0,0,0,0,0.17887,0.04354,0.00817,0.01711,0.20845,0.00512,0,0.16,0.55761,1.31323,0,2.15581,0.01104,0.00283,0.03295,0,2.32155,0,0,0,0,0,3.94082,0,0.00105,0,0,0.25232,0.1392,0,0.0176,0,0,0,0.00037,2.00099,0,0,0.07009,0,0.0598,0.15046,0,0.12757,2.72646,4.8341,0,0,0.00251,0.39262,0,0.21321,0,0,0,0.00034,0.00199,0,0.0406,4.58597,0,0,2.20652,0,0.80419,9.95694,0,0,0,0.98784,2.21899,0,0.05656,0.01625,0,0.04118,0,0,0,1.47356,0,0.42927,0.12304,0,1.81272,0,0,0.00081,0,1.97571,0,0.77847,0.15365,0,0,0.28562
"Selenomonadaceae",0,0,0,0,0,0,0.0363,0,0,0,0.00906,0,0,0,0.20917,0.00952,0,0,0,0.00425,0,0,0,0.01918,0,0,0,0.07082,0.00368,0,0.01511,0,0,0,0,0,0,0,0,0,0.0509,0,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496,0.34759,0,0,0,0,0,0,0,0,0.13214,0,0.01589,0.04396,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0.31308,0.91903,0,0,0,0.00926,0,0,0,0,0,0,0.42219,0,0,0,0.69004,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0,0,0.81611,0,0,0,0,0.13773,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonellaceae",0.1302,0.0036,0.77795,0.18229,0.02387,0.02906,0.00886,0.0329,1.14717,0.00714,0.00144,2.91096,0,0,0,0.00266,0.34426,0,0,0,0.73145,0,0.74331,0.06702,4.01508,0,0.01246,0.42645,0.13576,0.17209,0.11839,0.00453,0.28994,0,0.84101,1.24295,0.07316,0,11.37226,7.45457,0,0.08692,0.0172,0.2277,0.21938,0.04547,0.1821,0.02579,0.05685,0.03917,0.012,0.0053,0,1.26183,0.12248,0,0.02907,0,0.00188,0,0.20279,0.33073,0.18745,0.00928,0.07429,0.33112,0.50291,0.077,0.59784,0.9005,0.04307,0.0182,0,4.54348,0.00649,1.47876,0.16873,0.00508,0,0.00941,0.02043,0,0.03653,0.4125,0.00347,0.00121,0,0,0,0.08685,0.16617,0.17281,0.02636,0.04145,0.38777,0,0,2.5115,0.32021,0.00312,0.02794,0,0.00728,0,0.06113,0,0,0.02158,0.0207,0.13437,0.49877,0.22204,0.20427,0.00843,0,0.01201,0.30086,0.12843,0.19088,0.15653,0.17117,0.29367,0.86294,0.31897,0.03529,0.13577,0.12154,0.42695,0.08985,0.19517,0.60264,0.18513,0,0.6889,0,1.16387,0.02098,0.10882,20.24778,6e-04,0.16837,0.0012,0.25778,6.37165,0.00923,2.82899,0.57829,0.00608,0.17248,1.53025,0.09939,7.2892,4.57944,2.97306
"Peptoniphilaceae",0,0,0,0,0,0,0,0,0.00826,0,0.01087,0,0.1175,0,0,0,0.00777,0,0,0,0,0,0,0,0,0.00327,0,0.00492,0,0.00412,0.01569,0,0.00044,0,0,0,0.00644,0,0,0,0,0.52721,0.01739,0.0095,0,0,0,0,0,0.00559,0,0,0,0,0,0,0,0,0.00058,0,0.00365,0.14929,0.01228,0,0,0.00631,0.42466,0.02382,0.09119,0.03715,0.0021,0.03976,0.00441,0.28932,1.39802,0.35513,0,0,0,0,0,0,0,0.00293,0.00059,0.01362,0,0,0,0,0,0.00618,0,0,0,0,0,0,0,0,0,0,0.00479,0,0,0,0.00133,0,0.00299,0,0,0.36316,0,0,0.00187,0.02041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07095,0.00412,0,0,0,0,0,0,0,0,0.06215,0,0.04845,0,0,0,0,0,0,0,0,0,0,0
"Fusobacteriaceae",0,0,0,0,0,0,0,0,0.13068,0,0.00655,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0.01724,0,0.06017,0.02537,0,0,0,0,0,0,0,0,0,0,0,0.00746,0.04311,0,0,0,0,0,0,0,0,0.01117,0,0,0,0,0,0,0.04251,0.06274,0.01626,0.00651,0,0,0.2786,0.7334,0.20576,0,0.00332,0.22065,0,0.04008,1.6171,0.26062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464,0,0,0,0,0,0,0,0.02612,0,0,0,0,0,0,0.10037,0,2.17261,0,0,0,0,0,0,0.06214,0,0,0,0,0,0,0,0.08482,0,0,0.00118,0.02119,0.00045,0,0,0,0.00494,0,0,4.04192,0,0.03919,0,0.04203,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0,0,0,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0.00135,0,0,0.01717,0,0,0.01122,0,0,0,0,0,0,0,0.0046,0.01141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281,0,0,0.01174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129
"Alcaligenaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01153,0,0,0,0,0,0,0,0,0.40109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49773
"Sutterellaceae",0,0,0.02307,0,0,0,0,0,0,0,0,0.04937,0,0,0,0,0,0,0,0,0,0,0.05003,0,0.01802,0,0,0,0.00045,0.02318,0,0,0,0,0,0,0,0.00959,0,0,0,0,0,0,0,0,0,0.03508,0,0,0.00059,0,0.00564,0,0,0,0,0.01383,0,0,0,0.02311,0.03181,0.00034,0,0,0,0.10417,0.00591,0.00731,1.15178,0.01481,0,0,0.03196,3e-04,0,0,0,0,0.03162,0,0,0.00275,0,0.00603,0.05066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562,0.2022,0,0,0,0,0,0.00696,0,0,0,0.06064,0.00875,0,0,0.06375,0,0.01256,0.02051,0.00017,0,0.49011,0.03832,0,0,0.08855,0,0,0.4167,0,0,0.19165,0,0.00993,0,0.94564,0,0.49411,0.18845,0.01925,0.03016,0,0.00254
"Neisseriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0.01825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrionaceae",0,4e-04,0.00283,0,0.00314,0.00109,0,0,0,0,0.02765,0,0.11947,0,0,0,0,0.00756,0.89957,0.02867,0.01159,0,0.00501,0.01722,0.018,0,0,0.08561,0.00717,0,0,0,0,0,0,0.00365,0,0.20045,0.06333,0.0111,0,0,0.00415,0.00718,0,0,0,0,0,0,0,0.01314,0,0,0,0,0,0.0268,0,0.00064,0,0,0.03144,0,0,0.0125,0.01436,0.00296,0,0.19472,0.12768,0.24507,0.00134,0,0.08665,0.06873,0.1654,0,0,0.00028,0.1976,0.01088,0.02046,0,0,0,0.00513,0,0,0,0,0,0,0.19779,0.00106,0,0.01071,0,0,0.00703,0,0.00803,0.06253,0.54048,0,0,0.02242,0,0,0.00408,0,0,8e-04,0,0.00094,0.0144,0.00021,0.33183,0.38769,0.71837,0.04005,0.05266,0,0.17286,0,0.02239,0.01356,0,0.31205,0.01038,0.00286,0,0.24144,0,0.33366,0,0,1.15327,0,0.02087,0.10961,0,0.12914,0.22335,0.04401,0,0.2741,0.11866,0,0.08616,0,0,0.03224,0.47849
"Campylobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862,0.00279,0.00602,0,0,0,0,0.00885,0.00745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02065,0,0,0,0,0,0,0,0.00486,0,0,0,0
