"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Actinomycetaceae",0.0034,0.00527,0,0.00137,0.01302,0.00606,0.05454,0,0.00105,0.00418,0.04809,0,0.00022,0.00623,0.00453,0.01725,0,0,0.00377,0.00196,0,0,9e-04,0,0.00198,0,0.01158,0,9e-05,0.00181,0,0.00191,0.00696,0.01659,0.00884,0.00209,0,0.03375,0.00588,0,0.03121,0.00857,0,0.52535,0,0.03722,0.0019,0,0.00038,0.0061,0,0.0012,0.00125,0.08896,0.03201,0,0,0,0.13539,0,0.0132,0.01848,0.01683,0.01331,0,0.02067,0,0,0.00276,0,0.00515,0.11122,0,0.00479,0.00147,0,0.00115,0.00267,0.07141,0.00444,0.00127,0,0.00256,0.00527,0.00267,0.00088,0,0.00503,0.00873,0,0.00661,0.00551,0,0,0,0.0022,0.00125,0,0.00946,0.00075,0.00262,0,0,0,0.01783,0.00468,0.03384,0.00381,0.00031,0
"Bifidobacteriaceae",0,0,1.17084,0.12088,0.68199,0.00028,0.02941,2.88884,0.00663,0,0.34604,0.0487,0.1061,0.00126,0.04959,1.70901,0.19781,0.06126,0.03731,1.12531,0.23787,0.25756,0.03834,6.30171,1.48235,0.20144,0,0.79565,0.48925,0,0.66971,0.03389,0.03038,0.70866,0,3.95292,0.28409,0.08036,0.042,0.44507,0.85153,0.34357,1.23286,0.12856,0,0.06145,2.08047,8.10244,0.26782,0.02222,0.29964,0,0,0,0.21732,0.21596,0,0.00442,1.41047,0.01402,0.01426,0,8e-04,28.48368,1.35821,0,0.48563,0,0.04312,0.01346,0.01161,1.928,1.61557,0.01475,0.79044,0.11448,0.23491,0.00858,0.0683,1.56262,0.0665,0,0.01433,1.93769,0.15651,0,0.15676,0,0.00974,0.00264,0.07765,3.35786,0.00172,9.55452,4.2867,0.00401,0.6967,5.84472,0.07127,3.69655,0,2.26894,2.68483,1.24547,0.36787,1.06779,0.02986,10.52324,0,0
"Corynebacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcaceae",0,0.00062,0,0,0,0,0,0.00866,0.02361,0,0.03302,0,0.01576,0,0,0,0.00042,0,0.00493,0,0,0,0,0,0,0,0,0,0,0,0.01378,0.00105,0,0.00993,0,0,0,0.07161,0,0,0,0.02181,0,0.21013,0,0,0,0,0,0.00462,0.00208,0,0,0.01221,0.01709,0,0,0,0.02616,0.01011,0.00611,0,0.01059,0,0,0.00096,0,0,0.00174,0,0,0.00012,0,0,0,0,0.00295,0,0,0,0,0,0,0,0.00203,0,0,0,0,0.00047,0,0.00416,0,0,0,0,0,0.00282,0,0.00507,0,0,0,0,0.02591,0,5e-04,0,0,0
"Propionibacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0.00464,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobiaceae",0,0,0,0,0.00077,0,0.01336,0,0,0,0.00819,0.00084,0,0,0,0.01228,0,0,0.08332,0,0.00035,0,0.00349,0,0,0,0,0,0,0,0,0,0.00072,0,0.00193,0,0,0.0046,0,0,0,0,0,0.02238,0,0,0.00276,0,0,0.02743,0.00055,0,0,0.00703,0.00399,0.00228,0,0,0.17386,0,0,0.0101,0.00397,0.0065,0,0,0,0,0,0,0,0.00131,0,0.00116,0,0.00557,0,0,0.03012,0.00339,0,0.04009,0,0.00049,0.00791,0,0,0,0,0.00625,0,0,0,0.00483,0.00078,0,0,0,0,0,0,0.01955,0.12138,0.00015,0,0,0,0,0,0
"Coriobacteriaceae",0.54337,0.36285,0.94397,0.42048,0.2859,0.19104,0.00074,2.06616,0.81318,0.43642,0.77907,1.14212,0.1749,0.37556,0,1.54582,0.00037,1.11875,0.80619,0.20485,0.50248,1.24234,0.13519,0,0.68436,0.13982,0.64373,0.48724,0.95349,0,0,1.69382,0.37893,0.93294,2.32476,0.966,0.43252,1.34779,0.37745,0,0.54833,0.41027,1.29049,0,0.29217,1.80864,1.34509,0,1.76401,1.14122,2.29645,0,1.15645,0.88595,0.86113,0.45556,0,0.7969,1.17813,0.02693,0.22233,0,4.12171,3.35081,0.64759,0.79839,1.1864,0.12164,1.72962,0.78696,0.48809,2.27263,0.0032,5.9521,0.00045,0.88303,2.01462,0,3.73009,0,0.37743,0.81516,1.00592,2.58058,0.55693,0.32097,0.88648,0,1.85183,3.09605,0.00446,0.59825,0.65674,1.97925,0.30398,0.00143,0,0.0379,0.01225,0.53584,0.39971,0.84322,1.31774,1.71591,1.03817,1.31733,1.68127,3.13026,0.00103,0
"Eggerthellaceae",0.15282,0.1019,0.28663,0.07852,0.23582,0.27556,1.1428,0.05739,0.26902,0.10804,0.24329,0.27294,0.3272,0.21755,0.14983,0.19292,0.11972,0.02939,0.08615,0.17218,0.21379,0.6077,0.00592,0.71647,0.16888,0.04465,0.59809,0.00785,1.55246,0.16563,0.53849,0.39405,0.04699,0.10447,0.4536,0.52827,0.05418,0.40871,0.0718,0.15966,0.45954,2.98759,0.04964,0,0.18783,0.45921,0.11777,0.17043,0.1128,0.15288,0.18023,0.17228,0.36516,0.41616,0.3619,0.18393,0.16341,0.10466,0.08613,0.11054,0.42284,1.09289,1.14765,0.61003,0.01867,0.23749,0.05742,0.07559,0.38119,0.07978,0.24782,0.65363,0.89734,0.69032,0.6901,0.10062,0.5597,0.07903,2.04882,0.3083,0.04037,0.53562,0.07256,0.5952,0.0247,0.13929,0.09974,0.17528,0.20912,1.38853,0.37545,0.22832,0.06743,0.09654,0.07409,0.75627,0.13222,0.0737,4.74615,0.05949,0.12459,0.10951,0.19469,0.05772,0.0501,0.47508,0.19439,1.80795,1.17613,0.28831
"Saccharomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0
