"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Actinomyces",0.0034,0.004,0,0.00124,0.00992,0.00415,0.03786,0,0.00105,0.00418,0.03937,0,0.00022,0.00345,0.0025,0.005,0,0,0,0.00196,0,0,9e-04,0,8e-04,0,0.01145,0,0,0,0,0,0.00406,0.01158,0.00794,0,0,0.02433,0.00588,0,0.02591,0,0,0.52535,0,0.00567,0.00017,0,0,0.00266,0,0.0012,0,0.08228,0.03062,0,0,0,0.10535,0,0.00619,0.01747,0.0097,0,0,0.01257,0,0,0.0018,0,0.00515,0.10729,0,0.00479,0,0,0.00115,0.00267,0.06115,0.00398,0.00073,0,0,0.00065,4e-04,0.00088,0,0.00272,0.00873,0,0,0.00551,0,0,0,0.0022,0,0,0.00946,0.00075,0.00047,0,0,0,0.00915,0,0,0,0.00031,0
"Fannyhessea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schaalia",0,0.00127,0,0.00013,0.0031,0.00191,0.01668,0,0,0,0.00872,0,0,0.00278,0.00203,0,0,0,0.00377,0,0,0,0,0,0.00118,0,0.00013,0,9e-05,0.00181,0,0.00191,0.0029,0.00501,9e-04,0.00209,0,0.00775,0,0,0.0053,0.00857,0,0,0,0.03155,0.00173,0,0.00038,0.00344,0,0,0.00125,0.00668,0.00139,0,0,0,0.03004,0,0.00701,0.00101,0.00713,0.01331,0,0.0081,0,0,0.00096,0,0,0.00393,0,0,0.00147,0,0,0,0.01026,0.00046,0.00054,0,0.00256,0.00462,0.00227,0,0,0.00231,0,0,0.00661,0,0,0,0,0,0.00125,0,0,0,0.00215,0,0,0,0.00868,0.00468,0.03384,0.00381,0,0
"Aeriscardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02251,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0.00226,0.00271,0,0,0,0.00153,0,0
"Alloscardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01083,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0.00582,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0.00981,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium",0,0,1.17084,0.12088,0.68199,0.00028,0.02941,2.88884,0.00505,0,0.34604,0.0487,0.1061,0.00126,0.04959,1.69341,0.19781,0.06126,0.03731,1.12531,0.23787,0.25756,0.03834,6.30057,1.48235,0.20144,0,0.79565,0.48925,0,0.66971,0.03389,0.03038,0.70866,0,3.95292,0.28409,0.08036,0.042,0.44507,0.85153,0.34357,1.23286,0.12856,0,0.06145,2.07896,8.10244,0.26782,0.01139,0.29964,0,0,0,0.21732,0.21596,0,0.00442,1.41047,0.01402,0.01228,0,8e-04,28.46117,1.35756,0,0.48563,0,0.04312,0.01346,0.01161,1.9255,1.61557,0.00488,0.79044,0.11448,0.23491,0.00858,0.06626,1.5568,0.0665,0,0.01433,1.93769,0.15651,0,0.15676,0,0.00899,0.00264,0.07765,3.35786,0,9.55452,4.2867,0.00401,0.6967,5.83491,0.07127,3.69473,0,2.26894,2.68257,1.24276,0.36787,1.06779,0.02986,10.52171,0,0
"Gardnerella",0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia",0,0.00062,0,0,0,0,0,0.00866,0.02361,0,0.03302,0,0.01576,0,0,0,0.00042,0,0.00493,0,0,0,0,0,0,0,0,0,0,0,0.01378,0.00105,0,0.00993,0,0,0,0.07161,0,0,0,0.02181,0,0.21013,0,0,0,0,0,0.00462,0.00208,0,0,0.01221,0.01709,0,0,0,0.02616,0.01011,0.00611,0,0.01059,0,0,0.00096,0,0,0.00174,0,0,0.00012,0,0,0,0,0.00295,0,0,0,0,0,0,0,0.00203,0,0,0,0,0.00047,0,0.00416,0,0,0,0,0,0.00282,0,0.00507,0,0,0,0,0.02591,0,5e-04,0,0,0
"Propionibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0.00464,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0,0,0.03012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancefieldella",0,0,0,0,0.00077,0,0.01336,0,0,0,0.00435,0,0,0,0,0,0,0,0.08146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0.00193,0,0,0.0046,0,0,0,0,0,0.02238,0,0,0,0,0,0.01266,0,0,0,0.00703,0.00386,0,0,0,0.17028,0,0,0.0101,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tractidigestivibacter",0,0,0,0,0,0,0,0,0,0,0.00384,0.00084,0,0,0,0.00838,0,0,0.00046,0,0.00035,0,0.00349,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0,0,0.00916,0.00055,0,0,0,0.00013,0.00228,0,0,0.00358,0,0,0,0.00106,0.0065,0,0,0,0,0,0,0,0,0,0.00116,0,0.004,0,0,0,0,0,0.00091,0,0.00049,0.00791,0,0,0,0,0.00625,0,0,0,0.00483,0.00078,0,0,0,0,0,0,0.01955,0.12138,0.00015,0,0,0,0,0,0
"Collinsella",0.54206,0.36285,0.94181,0.42048,0.2859,0.19104,0.00074,2.06597,0.81318,0.43578,0.77762,1.13931,0.1749,0.00089,0,1.54463,0.00037,1.11875,0.8055,0.20485,0.50136,1.23835,0.13519,0,0.68436,0.01894,0.64207,0.48724,0.95349,0,0,1.60005,0.37719,0.92999,2.32309,0.966,0.43199,1.3455,0.37745,0,0.54833,0.40106,1.28826,0,0.29217,1.8041,1.34398,0,1.76257,1.138,2.29285,0,1.15501,0.88595,0.85811,0.45556,0,0.79662,1.17532,0.02693,0.22233,0,4.10935,3.34541,0.64759,0.7979,1.1864,0.12164,1.65762,0.72337,0.48809,2.26897,0.0032,5.93876,0.00045,0.88228,2.01462,0,3.72744,0,0.37743,0.81516,1.00318,2.57541,0.52773,0.32097,0.88427,0,1.85183,3.0784,0.00446,0.59707,0.65511,1.9762,0.29112,0.00143,0,0.0379,0.01225,0.53584,0.39971,0.8405,1.30887,1.7156,1.03817,1.31462,1.68011,3.12694,0.00103,0
"Enorma",0.00131,0,0.00216,0,0,0,0,0.00019,0,0.00064,0.00145,0.00281,0,0.37467,0,0.00119,0,0,0.00069,0,0.00112,0.00399,0,0,0,0.12088,0.00166,0,0,0,0,0.09377,0.00174,0.00295,0.00167,0,0.00053,0.00229,0,0,0,0.00921,0.00223,0,0,0.00454,0.00111,0,0.00144,0.00322,0.0036,0,0.00144,0,0.00302,0,0,0.00028,0.00281,0,0,0,0.01236,0.0054,0,0.00049,0,0,0.072,0.06359,0,0.00366,0,0.01334,0,0.00075,0,0,0.00265,0,0,0,0.00274,0.00517,0.0292,0,0.00221,0,0,0.01765,0,0.00118,0.00163,0.00305,0.01286,0,0,0,0,0,0,0.00272,0.00887,0.00031,0,0.00271,0.00116,0.00332,0,0
"Adlercreutzia",0.10175,0.09986,0.19568,0.04152,0.02497,0.11329,0.13069,0.03291,0,0.06942,0,0.0064,0.06862,0.21,0.14534,0.08059,0.03521,0.00204,0.05457,0.12631,0,0.11181,0.00592,0.14421,0.14102,0.03429,0.25701,0.00785,0.04132,0.00024,0.00475,0.26893,0.01744,0.08273,0.04827,0.16688,0.00103,0.00064,0.0718,0,0.05002,2.66954,0.04754,0,0.03431,9e-04,0.01477,0.1012,0,0,0.05791,0.02832,0.15165,0.33756,0.04243,0.11488,0.00989,0.029,0,0.00358,0.20863,0.00114,0.64343,0.59121,0.01786,0.2265,0.03672,0,0.23022,0.05316,0.03408,0.196,0.00246,0.01974,0.06996,0,0.1116,0.06029,0.03702,0.10921,0,0,0.00129,0.02288,0.01865,0.04387,0.082,0,0,0.05062,0.22824,0.1446,0.04538,0.07495,0.02917,0.48247,0.05501,0,2.65753,0,0.10737,0.06412,0.00914,0.05403,0.00057,0.2207,0.06168,1.26142,0.00444,0.00047
"Denitrobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0
"Eggerthella",0.04259,0,0.01537,0.02949,0.05152,0.09349,0.51092,0.01953,0.07115,0.00502,0,0,0.08805,0,0.00032,0.04104,0.05935,0.02007,0.01157,0.02167,0,0,0,0.44384,0.02032,0,0.15836,0,0.15126,0.14177,0.42737,0.00563,0.0178,0.01643,0.31455,0.02915,0.03483,0,0,0.12298,0.08639,0.14944,0,0,0.03667,0.00067,0,0.03779,0.09693,0,0.07074,0.10305,0.16408,0,0.00453,0,0.12676,0.03834,0,0,0.00545,0.91441,0.15477,0.0028,0,0,0,0.06861,0.00487,0.01725,0.1301,0.36741,0.14575,0,0.54246,0,0.09217,0.01198,0.74734,0.16684,0,0,0,0.43745,0,0,0.01327,0.1568,0.08632,0,0.09838,0.06024,0.00454,0.00066,0,0.23519,0.04071,0.0412,1.78872,0,0.01166,0,0,0,0.04098,0.17158,0.08929,0.21001,1.02729,0.23839
"Gordonibacter",0.00807,0.00204,0.07558,0.00751,0.02354,0.06878,0.49933,0.00495,0.01012,0.0336,0,0.00088,0.17053,0.00755,0.00417,0.07129,0.02516,0.00728,0.01958,0.0242,0,0.01064,0,0.12842,0.00754,0.00794,0.17879,0,0.04448,0.02362,0.10637,0.05702,0.01061,0.00531,0.09078,0.04524,0.01832,0,0,0.03668,0.04142,0.16701,0.0021,0,0.0065,0.00197,0,0.03144,0.01369,0,0.04935,0.04091,0.04943,0.0786,0.00286,0.06738,0.02676,0.03732,0,0,0.04829,0.17675,0.34871,0.00962,0.00081,0.01099,0.0207,0.00698,0.04393,0.00937,0.08364,0.09022,0.58098,0,0.07768,0,0.01171,0.00676,0.34636,0.03225,0,0,0.00127,0.13487,0.00525,0.00966,0.00447,0.01848,0.12198,0.00148,0.04883,0.02348,0.01751,0.01907,0.00376,0.03861,0.0365,0.00232,0.2988,0,0.00556,0.04469,0,0.00288,0.00855,0.08012,0.04342,0.33652,0.1444,0.04945
"Slackia",0.00041,0,0,0,0.13579,0,0.00186,0,0.18775,0,0.24329,0.26566,0,0,0,0,0,0,0.00043,0,0.21379,0.48525,0,0,0,0.00242,0.00393,0,1.31489,0,0,0.06247,0.00114,0,0,0.287,0,0.40807,0,0,0.28171,0.0016,0,0,0.11035,0.45567,0.103,0,0.00218,0.15288,0.00223,0,0,0,0.31208,0.00167,0,0,0.08613,0.10696,0.16047,0,0.00074,0.00277,0,0,0,0,0.10217,0,0,0,0.16815,0.67058,0,0.10062,0.34422,0,0.91629,0,0.04037,0.53562,0.07,0,8e-04,0.08576,0,0,0.00082,1.33643,0,0,0,0.00186,0.04116,0,0,0.03018,0,0.05949,0,7e-04,0.18555,0.00081,0,0.00268,0,0,0,0
"Saccharomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0
"Bacteroides",17.60521,17.34504,11.9953,27.03709,8.21249,20.34172,4.3877,18.6656,31.74836,19.1934,3.11548,13.47285,18.76871,60.43307,28.14335,23.80818,29.11919,43.69839,19.04988,41.32783,3.56761,11.11777,8.98258,8.77335,13.40244,20.77336,42.77327,3.47278,1.93709,32.00658,8.47686,30.94933,53.70256,7.75158,16.75232,33.40436,44.0796,5.25122,11.42526,0.03725,6.07869,7.43396,5.95654,0.05804,7.31387,2.28004,7.66707,29.62753,19.67004,9.2213,10.61804,39.26923,39.70918,47.57404,24.19705,8.74427,43.48248,5.86109,13.57788,4.51456,14.69637,0.02744,16.53382,10.29065,30.22767,13.5625,19.04461,46.27454,29.77803,36.83515,14.4281,19.40831,4.46277,4.62238,16.07806,7.29897,8.20333,14.99718,13.72129,23.59557,43.35641,12.54609,5.1563,25.15494,4.99253,31.27002,16.48872,44.93024,38.78853,2.23312,4.26965,19.41298,16.93474,6.49642,12.17516,39.9018,29.11848,9.29282,38.33096,8.91508,16.89659,9.55815,5.28576,4.94892,37.36975,15.67838,51.43269,10.67369,36.19626,23.82703
"Phocaeicola",21.94442,11.11913,21.85119,22.33481,24.55814,11.14532,12.82204,10.52156,20.87992,26.6365,8.76491,17.09936,7.56515,0.04852,16.2742,1.9657,4.07217,22.34358,11.50069,5.80798,8.27878,3.8654,8.02727,15.82988,18.60061,13.32949,0.01782,4.2166,42.52264,19.99265,14.0111,14.17073,13.80274,7.85541,9.01394,6.49762,38.02051,4.67628,18.13875,41.82484,17.89957,3.60324,17.85941,0.14333,9.21509,2.83533,8.60275,19.62665,39.72055,13.69815,28.86297,24.75637,21.1169,0.01989,23.94759,6.86538,18.24505,5.63836,5.36934,2.53719,8.13152,0.01978,0.41084,12.34641,13.67425,8.48645,29.78724,11.14412,14.55062,7.31345,22.38325,18.1247,21.82051,2.44713,0.00953,3.10443,8.2172,16.7363,5.11997,34.552,13.86774,24.58484,3.3117,0.00849,6.34048,15.99318,11.70686,0.00682,13.74573,1.04144,11.88757,18.27617,33.27689,5.19912,18.93777,0.03916,26.73347,28.09684,0.29552,17.54422,16.59926,6.36488,3.03768,7.37966,27.06911,14.76226,0.00987,3.23296,0.00677,0.00625
"Barnesiella",1.17155,0.91327,1.74119,0.57809,0,0.03233,0,0,2.30363,0,1.14003,0.00316,0,0.00052,1.29511,3.94747,0,5.34044,2.95563,2.847,0.03291,2.30777,0.5746,0,0,1.39584,0,0.76507,1.92421,0.54154,3.55492,0,0.23843,2.40252,0.02701,2.08593,0.06542,0.57418,2.78592,0,0,0.10841,2.03567,0,0.06679,0.48821,0.59126,0,0.15484,0.2089,0,0,0,0,1.30344,0.15762,0,0.00084,0.15299,0.00608,1.48233,0,2.08289,1.36613,0.62202,0.67425,0.61979,3.6058,0,1.80926,1.12855,0,0,3.05315,0,1.77519,0,1.32103,0.002,0,1.02167,2.85024,0.53376,0,0.6592,0.09074,1.77241,0,0,0.03268,0.00021,2.60898,3.35914,2.53436,1.99016,0.00197,2.44255,6.33965,0.03546,0.10035,0.85807,0,0.60953,1.78689,0.38855,0,0,0.66043,0,0
"Coprobacter",0.18692,0.1359,0,0.12921,0,0,0,0.36247,0,1.24657,0.20654,0.03799,0,3.25215,0.80853,0.15205,0,0.31717,0.22333,0,0,0.12836,0.03772,0.14476,0,0.57532,0,0,0,0.35497,0,0,0.02531,0.05165,0,0,0,0,0,0,0,0.02232,0.03214,0,0.00395,0.00561,0.04898,0.15629,0.00109,0.05803,0,0,0,0,0.06967,0.18558,0,0,0,0,0.6478,0,0.04665,0.00288,0.03805,0.10856,0.23639,0,0,0.08631,1.74112,0.26114,0,0.0077,0,0.83393,0.15111,0,0,0,0.10037,1.62302,0.02121,0,0.17265,0.02613,0.04065,0,0,0,1.82064,0.00203,0,0.35956,0.13293,0,0.05234,0.0242,0.00137,0.0113,0.44123,0,0.66043,0.04396,0,0,0,0,0,0
"Dysgonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas",0.21651,0.55816,0.13378,0.55021,0,0.00456,0,0.06925,0,0,0.12783,0.27793,0,0,0.0749,0,0.01861,0.22315,0.18459,0,0.0666,0.71043,0.07944,0.0948,0.04394,0.27346,0,0.61712,0,0.2105,0,0.27624,0.14773,0.20481,0.39373,0,0.06692,0.1963,0.50089,0,0,0.12196,0.17111,0,0.56487,0.11494,0.14734,0.24396,0.07369,0.29052,0,0,0,0,0.17409,0.19988,0,0,0.43806,0.09465,0.50091,0,0,0.22403,0.06234,0.38817,0.01729,0,0.26658,1.17876,0.3212,0,0,0.18397,0,0.26426,0.29498,0.03689,0.11894,0,0.71253,0.03453,0.18605,0,0.07482,1.27236,0.00213,0,0,0,0,0.10268,0.29177,0.16539,0.05428,0,0.05035,0.01618,0,0.43914,0.27585,0.20573,0.14826,0.15843,0.06506,0,0.07357,0.04849,0,0
"Odoribacter",0.4975,1.3323,0.78881,0.51358,0,0.37591,1.22466,0.9444,1.63097,0.59081,1.18145,0.53593,1.6287,0,0.75073,0.72338,1.00012,0.81573,0.19702,2.35817,0.35127,0.56815,0.54874,0.04107,0.45062,0.97497,1.35452,0.80483,0,1.62313,1.17419,0.53225,0.6989,0.43446,0.28897,0.83104,0.01494,0.38518,0.2045,1.09069,0,0.20374,0.42173,0,1.51673,0.59648,1.59879,2.00797,0.24303,0.1175,1.58382,0,1.06723,0,0.31753,2.72331,1.49283,0.89287,0.27882,0.252,0.94188,0,0.20603,0.3661,0.52404,0.94687,0.3664,1.26657,0.6206,0.26803,0.33637,0.8363,0,0.39707,0.06392,0.58245,0.71889,0.51458,1.38977,0,1.19855,1.97752,0.30647,0,0.27269,1.17834,1.09256,0,0,0.11852,0,0.09836,0.92169,1.03317,1.56676,0.26966,0.46491,1.88587,0.18864,1.49309,0.81781,0.72688,5.07021,0.86065,0,1.02125,1.24994,0.53404,0,0
"Porphyromonas",0,0,0,0,0.05528,0,6.16043,0,0,0,0.05931,0,0.01056,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47606,0,0,0,0,0.05049,0,0,0,0,0,2.32441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02787,0,0,0.01512,0.00556,0,0,0,0.19746,0,0,0.01114,0.00993,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08153,0,0,0,0.22263,10.18943,0,0.18958,0
"Sanguibacteroides",0,0.10679,0.07342,0.0289,0,0,0,0,0,0,0.02513,0.02088,0,0,0,0,0,0.0246,0,0,0,0,0,0,0,0,0,0.09917,0,0,0,0,0.02343,0,0,0,0,0.0178,0.06422,0,0,0.01314,0.01632,0,0.04727,0.03948,0.09321,0.13807,0,0.00895,0.16295,0,0,0,0,0,0,0,0,0,0.00767,0,0,0,0,0.10264,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0,0,0,0.00628,0,0.01084,0,0.02292,0,0,0,0,0,0,0,0,0,0,0,0,0.07299,0,0,0,0.02914,0,0,0,0.0062,0,0
"Alloprevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
