"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Bilophila",0.03214,0.04099,0.03921,0.0807,0.02447,0.05534,0.07635,0.00035,0.01401,0.04743,0.0081,0.06585,0.15181,0.06351,0.04895,0.1486,0.095,0.10982,0.13729,0.00521,0,0.0072,0.00649,0.03254,0.00051,0,0.08569,0.01081,0.04138,0.02097,0.0198,0.13804,0.03951,0.02725,0.06355,0.06634,0.01973,0.1231,0,0.12302,0.0227,0.04216,0.02058,0,0.01093,0.00526,0.00312,0.01872,0.0978,0.01109,0,0.04899,0.00464,0,0.05479,0.02241,0.06065,0.03052,0.04828,0.00448,0.08208,0,0,0.03827,0.01222,0.02596,0.05842,0.12463,0.16446,0.067,0.07296,0.19723,0.16524,0.04852,0,0.09894,0.00416,0.04309,0.18067,0,0.00671,0.09125,0.00462,0,0.00202,0.02867,0.00637,0.27335,0.11432,0.04466,0,0,0.02277,0,0.00433,0,0.18541,0,0,0.02598,0.18728,0.01479,0.00593,0.03609,0.1332,0.04192,0.11553,0.20087,0,0
"Desulfovibrio",0.18946,0,0,0.12342,0,0,0,0,0,0,0.2909,1.19409,0,0,0,0,0.10506,0.33819,0.41815,0,0.56763,0,0,0,0.24334,0.07053,0.23207,0,0,0,0,0,0.15543,0,0,0.35996,0,1.0341,0.3368,0,0,2.60589,0.65426,0,0,0.15178,0.00877,0.61874,0.11515,0.37063,0,0,0,0,0.2438,0,0.41978,0,0.17298,0,0.44736,0,0,0,0,0,0,0,0,0,0,0,0,2.40148,0,0.35799,0,0,0,0,0,0.25972,0.19432,0,0.74015,0.52422,0.37543,0,0,5.68318,0,0,0,0,0,0,0,0.02326,0,0.22452,0,0,0,0,0,0,0.23899,0,0,0
"Aliarcobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter",0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01203,0,0,0.00934,0,0,0,0.00198,0,0,0,0,0.17462,0.00854,0.00593,0.44388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0,0,0.05886
"Aeromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.02176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinatimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter",0,0,0,0,0,0,0,0,0,0.04888,0,0,0.03632,0,0,0,0,0,0,0,0,0,0.45484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16509,0,0,0,0,0.00264,0,0,0.19115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516,0,0,0.00262,0,0,0,0,0,0,0,0,0.26692,0,0,0,0,0,0,0.07712
"Cronobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter",0,0,0,0,0,0,0,0,0,0.02618,0,0,0,0,0,0,0,0,0,0,0,0,0.00803,0,0,0,0,0,0,0,0,0,0,0,2.09153,0,0,0,0,0,0,0,0,0,0,0.05349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03392,0.00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia",0.01802,0.00497,0.07843,0,0.00177,0.89975,1.8291,0.41948,0,0,0,0.33525,0,0.00955,0.27131,0.00296,0.00702,0.04009,0.16906,0.08134,0.07859,0.00438,8.78789,0.00651,0.01418,0.00665,0,0,0,5.92893,28.44459,0,0.00029,0.00937,0.43759,0,0.28046,0.00457,2.8755,0.27792,0.00608,0.0031,0.00085,33.31977,0.20448,0.00231,2.08755,0.00609,0.64495,0,0,0,0,0.0014,0.00384,0.00787,5.03848,0.67692,0.09362,0,0,2.61271,0.00559,0.21617,0.03962,0.00067,0.00903,0.00085,0,0.35508,0.07485,0.24741,0.33199,0,0.03318,2.73145,0,0.0059,2.3065,0.00893,0,0.11728,0.15969,0,0,0.01786,2.65421,0,0.00082,0.05495,0.02058,0.04821,0,0.06196,0.00761,0.00596,0.47213,0.01609,0.00842,0.0621,0.12448,1.36343,0.10292,0,0,0.00496,0,0,0.11312,0
"Klebsiella",0,0.01603,0,0,0,0,0,0,0,0.57778,0,0,0,0,0,0,0,0,0,0,0,0,3.4818,0,0.09913,0.02703,0,0,0,0.53467,0,0,0,0,0,0,0.00872,1.65998,14.12183,0,0,0,0,0,0,0.77459,0,0.1605,0,0,0,0,0,0,0,0,0,0,0,16.38517,0,0.05278,0,0,0,0.00276,0,0,0,0,0.01648,0,0,0,0,0,0,0,0,0.02469,0,0,0,0.02552,0.07048,0,0,0,0,0.42038,0.0097,0.06858,0,0,0,0,4.34773,0,0,0,0,0,0,0,0.13178,0,0,0,0,0
"Kluyvera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosakonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04586,0,0,0,0,0,0,0,0
"Morganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteus",0,0,0,0,0,0,0,0.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06652,0,0,0,0,0,0,0,0.07396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01621,0,0,0,0,0,0,0,0
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0
"Haemophilus",0.014,0,0,0.00187,0.1523,0,0,0,0,0.05863,0.0187,0,0,0.02291,0.00669,0,0.00347,0,0.10165,0.01424,0.06596,0.00133,0.06835,0.06274,0,0,0,0,0,0,0.15702,0.01494,0,0.01261,0,0,0,0.01295,0,0.00282,0.08529,0,0,0.15703,0,0.02826,0,0,0,0.11895,0,0,0.0011,0.18783,0.06187,0.05593,0,0.0745,0.10476,0.17934,0.33522,0,0,0,0.00547,0.00138,0.00479,0,0.00553,0,0.05266,0.05988,0,0,0.04972,0,0.00418,0,0,0,0,0,0.00451,0,0.01104,0,0.10445,0,0,0.0023,0.18308,0.01413,0,0,0.02189,0,0.00989,0.18625,0,0.00111,0,0.08965,0.13427,0,0.10503,0.00153,0.00285,0,0.02146,0
"Pseudomonas",0,0,0,0,0.00291,0,0,0,0,0.00272,0,0,0,0,0,0,0,0,0.00175,0.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0.02066,0,0,0,0,0.01396,0,0,0,0,0,0,0,0,0,0.06857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,0,0,0,0,0,0,0,0.00176,0
"Brachyspira",0,0,0,0.04498,0,0,0,0,0,0,0,0.28009,0,0,0,0,0,0,0,0,0,0.86343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888,0,0,0,0,0,0,0,0,0,0,0,0,0.09958,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus",0,0,0,0,0,0.00094,4.7034,0,0,0,0,0.05267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02599,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0.43018,0.01,0,0,0,0,0,0,0.01581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02668,0,0,0,0.04097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fretibacterium",0,0.00103,0,0.00276,0,0,0,0,0,0,0,0.00282,0.00225,0,0,0,0,0,0.00493,0,0,0.00645,0,0,0,0,0,0.0037,0,0.00077,0,0,0,0,0,0.00116,0,0,0,0,0,0.00294,0.00072,0,0.00075,0,0,0.00135,0,0.00171,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0.00105,0,0.00061,0,0,0,0.00113,0,0,0,0,0.00228,0,0,0,0,0,0,0.08449,0,0.00073,0.00191,0,0,0,0.00147,0.00516,0,0,0,0.00079,0,0,0,0.00119,0,0,0,0,0.00177,0.00189,0,0.00089,0,0,0,0
"Pyramidobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02896,0,0,0,0
"Blastocystis",0,0,0.21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown",0.69561,3.2316,8.54994,6.78417,25.42592,11.35161,4.24633,6.36357,0.85896,20.89002,1.9946,17.35813,3.37365,0.69545,2.41957,9.66995,2.48595,3.46987,22.96718,1.03948,1.32877,2.82564,1.17059,2.49155,10.63282,11.84656,9.21923,3.70752,16.27724,5.72311,12.31199,3.99953,2.39704,11.32197,11.73912,4.4415,1.92268,1.45775,6.64538,5.69046,27.64238,11.49088,24.55431,0.07078,23.33838,1.38094,6.2152,2.94393,3.57644,23.64609,5.93248,8.58577,8.0376,12.77715,4.18458,4.5843,3.44451,5.25092,2.51595,11.92884,16.96121,0.03048,3.71759,3.01005,10.74727,4.00931,6.51578,2.82592,3.68093,16.09759,1.98432,4.39167,6.9429,17.79568,8.06181,2.99263,7.15992,38.52703,3.80503,13.44683,6.90471,0.1739,7.65354,2.2448,25.66603,2.13923,6.18229,1e-04,6.07611,1.58957,8.76851,2.0101,0.77292,5.31416,3.53845,6.41924,4.59327,0.19872,5.93898,12.85594,12.36065,6.64706,15.76624,7.98563,2.49768,3.91747,4.55636,1.76699,2.59896,10.69669
"Akkermansia",0.42053,0.01694,2.84206,0,0,0,5.06113,0.1964,0,0,0,1.97847,1.48377,0.001,5.31361,0.09533,0.01508,0.01021,1.07672,0.37886,0.00667,0.00869,0.28802,0.01793,0,0.00289,0,0.33891,1.18271,1.02767,0.76056,2.18211,1.73578,0.21945,0,0.00337,0.52717,0.03192,0.01959,0,0,8.36371,0,0,0.01811,0.14267,0,0,0.0704,0.00123,1.83914,0,0,0,0.01258,0.66678,1.01288,0.01754,0.17124,0.00732,0.09814,5.19204,0,2.80039,0,0.02159,0.06821,0,3.22678,3.17839,4.61178,6.89615,0,0,0.02079,3.90374,0,3.29433,1.06948,6e-04,0,0,0.04012,0.00354,0.00065,0.07502,0,0,1.42395,0.86097,3.06263,2.807,1.42822,3.26313,0,0.04509,0.74988,0,0.36486,1.12591,0.04665,1.29194,2.49615,0,0,2.96098,0.34471,0,0,0
