"","CCIS00146684ST.4.0","CCIS00281083ST.3.0","CCIS02124300ST.4.0","CCIS02379307ST.4.0","CCIS02856720ST.4.0","CCIS03473770ST.4.0","CCIS03857607ST.4.0","CCIS05314658ST.4.0","CCIS06260551ST.3.0","CCIS07277498ST.4.0","CCIS07539127ST.4.0","CCIS07648107ST.4.0","CCIS08668806ST.3.0","CCIS09568613ST.4.0","CCIS10706551ST.3.0","CCIS10793554ST.4.0","CCIS11015875ST.4.0","CCIS11019776ST.4.0","CCIS11354283ST.4.0","CCIS11362406ST.4.0","CCIS11558985ST.4.0","CCIS12370844ST.4.0","CCIS12656533ST.4.0","CCIS13047523ST.4.0","CCIS14449628ST.4.0","CCIS15704761ST.4.0","CCIS15794887ST.4.0","CCIS16326685ST.4.0","CCIS16383318ST.4.0","CCIS16561622ST.4.0","CCIS17669415ST.4.0","CCIS19142497ST.3.0","CCIS20795251ST.4.0","CCIS21126322ST.4.0","CCIS21278152ST.4.0","CCIS22275061ST.4.0","CCIS22416007ST.4.0","CCIS22906510ST.20.0","CCIS22958137ST.20.0","CCIS23164343ST.4.0","CCIS24254057ST.4.0","CCIS24898163ST.4.0","CCIS25399172ST.4.0","CCIS27304052ST.3.0","CCIS27927933ST.4.0","CCIS28384594ST.4.0","CCIS29210128ST.4.0","CCIS29688262ST.20.0","CCIS31434951ST.20.0","CCIS32105356ST.4.0","CCIS32452666ST.4.0","CCIS33816588ST.4.0","CCIS34055159ST.4.0","CCIS34604008ST.4.0","CCIS35092938ST.4.0","CCIS35100175ST.4.0","CCIS36699628ST.4.0","CCIS36797902ST.4.0","CCIS37250421ST.4.0","CCIS38765456ST.20.0","CCIS40244499ST.3.0","CCIS41222843ST.4.0","CCIS41288781ST.4.0","CCIS41548810ST.4.0","CCIS41692898ST.4.0","CCIS41806458ST.4.0","CCIS44093303ST.4.0","CCIS44676181ST.4.0","CCIS44743950ST.4.0","CCIS44757994ST.4.0","CCIS45571137ST.3.0","CCIS45793747ST.4.0","CCIS46047672ST.4.0","CCIS46467422ST.4.0","CCIS47284573ST.4.0","CCIS47745468ST.4.0","CCIS48174381ST.4.0","CCIS48507077ST.4.0","CCIS48579360ST.4.0","CCIS48725289ST.4.0","CCIS50003399ST.4.0","CCIS50148151ST.4.0","CCIS50369211ST.20.0","CCIS50471204ST.4.0","CCIS50561855ST.4.0","CCIS51595129ST.4.0","CCIS51667829ST.4.0","CCIS52234160ST.4.0","CCIS52370277ST.4.0","CCIS53043478ST.4.0","CCIS53355328ST.4.0","CCIS53557295ST.4.0","CCIS54027808ST.4.0","CCIS55230578ST.4.0","CCIS55531770ST.4.0","CCIS56503244ST.3.0","CCIS58234805ST.4.0","CCIS59132091ST.4.0","CCIS59903910ST.4.0","CCIS61287323ST.4.0","CCIS62605362ST.3.0","CCIS62794166ST.4.0","CCIS63448910ST.4.0","CCIS63468405ST.4.0","CCIS63910149ST.4.0","CCIS64773582ST.4.0","CCIS64785924ST.20.0","CCIS65479369ST.4.0","CCIS70398272ST.4.0","CCIS71301801ST.4.0","CCIS71578391ST.4.0","CCIS72607085ST.4.0","CCIS74239020ST.4.0","CCIS74726977ST.3.0","CCIS76563044ST.4.0","CCIS76845094ST.20.0","CCIS77100899ST.4.0","CCIS77252613ST.4.0","CCIS78100604ST.4.0","CCIS78318719ST.4.0","CCIS79210440ST.3.0","CCIS80834637ST.4.0","CCIS81139242ST.4.0","CCIS81710917ST.20.0","CCIS81735969ST.20.0","CCIS81887263ST.4.0","CCIS82146115ST.4.0","CCIS82507866ST.3.0","CCIS82944710ST.20.0","CCIS83445808ST.4.0","CCIS83574003ST.4.0","CCIS83870198ST.4.0","CCIS84543192ST.4.0","CCIS85214191ST.3.0","CCIS87116798ST.4.0","CCIS87167916ST.4.0","CCIS87252800ST.4.0","CCIS87290971ST.4.0","CCIS87605453ST.4.0","CCIS88007743ST.4.0","CCIS88317640ST.4.0","CCIS90164298ST.4.0","CCIS90166425ST.4.0","CCIS90443472ST.4.0","CCIS90903952ST.3.0","CCIS91228662ST.4.0","CCIS93040568ST.20.0","CCIS94417875ST.3.0","CCIS94496512ST.4.0","CCIS94603952ST.4.0","CCIS95097901ST.4.0","CCIS95409808ST.4.0","CCIS96387239ST.4.0","CCIS98482370ST.3.0","CCIS98512455ST.4.0","CCIS98832363ST.4.0"
"Eggerthellaceae",0.21198,0,0.42831,0.02151,0.32138,0.01592,0.02255,0.32302,0.10223,0.43927,0.348,0.68434,0,0.06132,0,0.60326,0.07884,1.33337,0.2471,0.36936,0,0,0.69613,0.13834,0.06045,0.05351,0.25083,0.98072,0.70759,0.5175,0.30707,0,0.09357,0.11772,0.20378,1.59178,0.06397,0.60715,0.24564,0.77402,2.71448,1.80215,0.62272,0,0.03663,0.8513,0.14416,0.63992,0.42737,0.0676,1.57456,0.06663,0.23261,0.17505,0.16791,0.0074,1.08343,0.14694,0.30883,0.01721,0.00789,0.39983,0.28905,0.04263,0.54768,0.02032,0.98976,0.44799,0.44996,0.07686,0.00168,0.06967,0.21818,0.03163,0.20927,0.05298,1.62672,0.00816,0.09109,0.73435,0.25168,1.08779,1.47605,0.48531,0.37738,0.14666,0.60116,0.17129,0.36604,0.07333,0.82764,0.8763,0.67932,0.43466,0.01735,0,0.06181,0.5684,0.01524,0.11543,0.6613,0.88229,0.00563,0.0122,0.03473,0.47339,0.95055,0.50026,0.23914,0.02754,0.03773,0.23322,0.36063,0.08942,0.01449,0.23332,0.26666,0.43142,0.36437,0.09439,0,0.13611,0.11298,0.73806,0.37092,0.18883,0.35104,0,0.30005,0.04374,0.04321,0.14445,0.09061,0.00916,0.34149,0.15558,0.00731,0.33337,0.34384,0.4154,1.39246,0.35959,0.30316,0.12173,0,0.01094,0.39694,0,0.06382,0.26664,0.17459,0.21158,0.1633,0,0.05436,0.0748
"Debaryomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharomycetaceae",0,0.00438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0.00919,0,0,0,0,0,0,0,0.09528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0
"Bacteroidaceae",10.55132,10.64516,5.57365,45.11606,20.00114,19.59947,2.80599,25.26903,11.12073,21.07191,31.97731,27.4474,28.21024,20.85796,36.57345,14.81078,21.14143,6.85362,13.85374,6.11496,68.42463,22.39542,14.23476,28.71232,53.15414,0.05869,8.20473,32.37856,11.03414,26.11447,9.54822,15.74612,7.36188,8.92508,6.02458,3.5084,17.59076,30.85176,15.09757,1.44872,46.76866,24.3595,27.07589,20.17883,0.19322,34.37276,55.14602,4.31178,10.96014,10.24576,19.23823,22.33151,4.01512,7.11022,14.90891,8.91212,2.59987,12.29953,14.16418,19.91255,41.12048,25.96962,18.23423,31.2779,13.74809,4.3486,66.16059,3.81722,35.89375,20.79349,26.95461,19.32332,37.45266,76.17989,21.53991,51.98701,21.85573,60.2054,4.50372,16.86419,17.95169,33.34477,0.06121,18.90548,4.53893,17.86434,3.95918,15.25625,43.32568,19.16639,13.93409,18.64654,5.43163,13.9142,35.73908,24.53684,20.8136,0.49717,25.26522,10.21583,22.08091,37.54089,36.45681,9.22596,15.9381,34.53583,6.96324,33.06411,24.51205,60.9391,9.53376,43.35912,14.05366,13.0119,9.02594,14.00981,28.09764,8.55846,18.33753,5.71872,17.61361,32.28515,19.51309,10.09807,17.09896,24.96047,2.80713,35.7858,16.00433,9.1454,58.83426,23.91816,5.57925,64.4971,35.84948,1.54082,43.65567,22.49427,57.89293,36.14966,14.36051,1.6566,32.07575,30.5456,38.54743,39.13969,25.46169,14.70566,21.48677,20.05451,18.92844,3.01268,3.61869,29.49961,21.00943,12.28614
"Barnesiellaceae",0.70114,0.35026,0.28659,2.43946,1.71809,1.60247,0.2303,2.00728,1.82047,1.52493,2.22015,0.32682,0.71895,3.44424,0.06489,0.55462,1.18771,0.02532,2.0211,1.89754,1.34245,0.25256,3.86578,0,0.1339,0,3.93408,0.06561,0.05103,3.91636,0.47529,0.20999,0.06705,0,0.16264,0,2.57523,0.2196,0.50031,0.1849,2.59683,0,0.23268,0.76527,0.04478,0.12472,0.94698,0.05168,1.38054,1.02348,0.9286,0.30812,0.09651,0.94577,2.62807,0.93703,0.30316,0.29577,1.48145,0.81111,0.17743,0,0,0.90529,1.45902,0.40222,0.60558,0.38114,0,0.04932,0.29592,0.69081,0,0,0,1.19818,0.38806,0.33946,0.047,1.04477,0.29902,0.61519,0,0.90519,0.73509,1.33926,0.74281,0,1.49401,0.94381,6.07819,0.63822,0.19234,1.71584,1.22705,2.6491,0.01233,0.02691,0,0.55446,1.40495,1.05937,0.00294,2.78298,1.39057,0,0.0214,0,0.94502,2.3334,1.53498,0,0.71924,0.80836,0.9862,0.75392,1.23189,1.337,0.19033,0.16767,3.64451,1.47718,0.14395,2.32203,1.7305,1.96439,0.00069,2.53316,0.67484,0.89779,3.10271,0.71581,0,0,3.40294,0.0987,0,0.23264,2.08348,0,0,0.23809,0.40735,0.85068,0,0.86815,0,0.44452,0.18137,1.27532,0,0.19398,0.44394,0.29068,2.39348,1.04442
"Muribaculaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odoribacteraceae",0.28654,0.14878,0.20953,1.22968,0.41911,0.69603,0.06031,0.36332,0.60988,0.76931,2.06456,0.41366,0.20109,1.04096,0.4126,0.53788,0.34944,0.03889,0.55231,0.7342,0.91541,0.29788,0.88539,0.35325,0.47629,0,1.55139,0.00896,0.33011,0.88154,0.26867,1.26462,0.57186,0.51296,0.54994,0.00767,1.38788,0.30452,1.57818,0.02032,0.1804,0,1.03379,0.69755,0.01157,0.26805,0.15374,0.04386,0.2542,0.30756,0.40296,1.45229,0.01379,0.52817,0.71056,3.63013,0.01943,1.1751,0.25256,1.10648,0.11575,0,0,1.38475,0.68961,0.45178,1.82194,0.08997,0.01369,0.20827,0.68653,0.56401,5.64128,0,0.81087,0.33908,2.44684,0.75214,0.49379,0.50946,0.19194,0.8164,0,0.60851,0.51809,0.49144,0.36913,0.90458,1.58761,1.8763,3.26862,0.43805,0.07878,1.54832,0.74777,0.65764,0.25572,0.00789,0.12212,0.29455,1.00151,0.63415,0.00717,1.49036,0.41594,0,0.01675,0,0.69852,0.69623,0.36139,0.95943,0.26224,1.73476,0.7957,2.83635,0.64943,0.2866,0.71183,0.34578,1.56152,0.12708,0.51612,0.63131,0.18187,1.39965,0.02637,1.27002,0.43845,0.45255,0.69531,0.11873,2.30364,0.07684,0.80697,0.05031,1.75497,0.04485,0.86415,0.89739,0.80173,0.36434,1.10411,1.23889,1.06926,3.68834,0.51925,2.39619,0.11271,0.46294,0.22424,0.29605,0.0345,0.14963,0.83544,0.62033
"Porphyromonadaceae",0,0,0,0,0,0.03115,0,0,0,0,0.00453,0.01387,0,0.05978,0,0,0.02546,0,0,0.0474,0.01193,0,0,0,0.06003,0,0,0,0.05168,0.05768,0,0,0.00761,0,0,0,0.0161,0,0.0032,0,0.002,0,0.0583,0.00466,0,0,0,0,0,0.02301,0,0.15652,0,0,0.02973,0.82511,0,0.01694,0,0.4912,0,0,0,0,0,0.01028,0,0,0,0.00405,0,0,0,0,0,0,0.01288,0,0.0056,0,0,0,0,0.04008,0,0.00315,0,0,0,0.00615,0,0,0,0.00093,0,0,0.66135,0,0,0.47697,0,0.04426,0,0.03463,0,0,0,0,0.00394,0,0,0,0,0.10948,0,0,0,0,0,0,0,0,0,0,0,0.33984,0,0.00207,0,0,0,0,0.00119,0,0.07429,0.12581,0,0,0,0.47743,0.00233,0.00477,0,0.11809,0.00988,0.30005,0,0.09541,0,0,0,0,0,0,0.00419,0
"Prevotellaceae",0.00455,62.42175,12.98616,0.37654,0.98067,0.00391,11.75636,0.42035,0.00238,3.83639,0.80496,2.14029,2.29737,0.0092,0.2215,0,0.8096,3.26987,0.04609,1.20014,0,3.57671,4.8371,0.01249,2.82903,0.00803,9.64167,11.54112,16.19489,0,1.2413,4.18918,0.08362,0.00963,9.71834,0.00061,1.38254,0.01602,14.45231,0,1.02987,0.01003,13.74494,5.53936,0,0.31794,0.02665,0,0,40.43293,4.56668,11.31769,2.95678,4.3016,0,15.17375,0.02076,0.83393,0,1.69946,21.0491,0,0,4.27993,0,0.00095,0.02081,5.28137,0.01938,1.10408,5.70982,1.59471,0.00822,0,0,0.0086,0.22639,0,35.73274,0,0,0.25264,0,0,63.40638,0.01317,15.89636,0.27076,0.01766,7.44753,0,0,20.88009,2.71249,0.06008,0,3.2506,0.00652,0.00502,18.30756,0,0.92685,0,15.80192,0.00213,0.00323,2.74628,0.33527,1.81893,0.02823,15.76424,0.29376,0.28779,22.09838,17.50277,0.4091,0,23.21249,0,1.03337,5.62164,0,0.00999,0.0565,2.63049,0.26203,1.11182,0.52729,0,8.89231,0.00476,0.04966,51.55025,0,0.42066,0.02177,0.01256,0,0.9487,0,0.12773,8.76861,13.00793,0.60037,16.69448,10.83295,1.27974,0.8893,0,0,1.42831,0.03968,52.64212,8.12616,4.42582,15.97779
"Rikenellaceae",9.54562,1.26205,0.09838,3.23096,1.22383,3.41955,0.01483,1.34741,2.47257,0.95407,4.32735,1.71854,5.00607,3.467,0.65606,3.25323,4.42958,5.33324,7.26191,0.74719,3.75384,0.03901,1.24988,0.97807,4.22918,0,2.2246,0.49321,4.28257,9.92493,1.33547,0.02256,0.62869,2.6376,0.52261,0.27251,2.86459,1.99237,0.11945,0.12324,5.48396,1.44931,8.90353,1.80587,0.01088,1.03662,1.80594,0.26459,0.61548,2.17411,2.52571,1.42224,0.53963,3.62725,2.93488,1.55082,0.12715,2.7204,4.1481,3.04376,0.00095,4.47687,4.82573,10.26065,3.10478,0.63699,2.37307,0.44242,0.21784,0.64589,1.04367,2.47875,2.2158,0,4.40123,4.30077,0.87536,2.13309,0.13969,0.69785,0,6.02411,0,3.76581,5.31763,1.3666,1.83323,0,6.62606,3.99388,6.20023,0.74723,2.14352,4.46531,2.13913,1.87577,0.27238,0.03735,0.93605,0.09845,2.46229,7.53628,0.00018,4.27594,1.41569,5.92244,0.24304,0.45315,3.36053,11.72712,1.01419,1.77925,0.48599,0.51386,2.34091,0.01145,2.71894,0.12159,1.42545,7.71668,1.97675,2.37749,0.74636,0.75763,0.2171,2.3201,0.03926,0.8404,1.0588,7.87047,4.50119,12.89405,0.09325,0.12406,0.52943,12.95841,13.94176,2.08754,1.11066,2.24872,1.74802,1.74279,4.18073,3.81277,0.782,10.43797,0.15035,0.85763,0.15228,2.15404,0.08087,1.71848,1.96075,0.45254,4.08719,2.48697
"Tannerellaceae",0.77878,1.16479,1.04396,4.16724,2.24147,2.67151,0.31637,2.3625,0.81717,1.49149,3.80212,3.90714,1.11115,1.3921,0.97245,1.91172,6.42295,1.1761,1.68942,1.34951,3.96716,1.64975,2.03727,4.38679,1.8042,0,1.43055,2.84384,2.5934,4.97703,3.05377,1.73873,0.99964,0,0.58164,0.04637,1.92133,1.78355,12.36026,0.07653,11.47611,1.0348,2.59276,1.14257,0.0777,3.72646,5.81306,0.45312,0.49917,0.93968,1.65165,1.54301,0.40701,1.17296,1.3353,0.9424,0.20523,9.39681,3.58972,2.49642,1.39003,0.56018,2.50788,2.99967,0.98781,0.20869,5.66279,0.16993,1.87333,2.86905,4.99653,1.73444,0,0,3.67705,3.76361,2.18844,5.35421,0.39511,0.77174,0.66982,11.21093,0,1.52309,0.80172,0.78878,0.76596,0,4.3852,5.62215,1.56945,2.35189,0.18634,1.51,0.82482,1.3065,0.35946,0.07588,0.25631,2.65023,1.46855,4.5561,0.83375,2.50759,1.79667,1.29872,0.63357,2.42023,1.75995,3.57081,1.47956,5.88908,0.90477,1.36451,3.70053,8.22627,1.39353,5.68076,0.49814,3.04543,10.09939,0,3.50965,3.05697,1.07038,3.57868,0.12133,2.72807,1.06879,1.94451,5.69799,3.1614,2.15745,14.04296,3.08774,0.72736,6.39124,3.73147,1.24082,1.65242,0.68953,0.48877,3.56999,2.1245,2.54201,4.66416,6.68105,0.39584,1.11406,1.26132,2.11763,0.28013,0.19831,0.53128,13.3722,1.15539
"Methanobacteriaceae",0,0.07253,0,0.05642,0,5.1902,0,0.32286,44.27099,0.00114,3.12886,0.09471,2.42658,0.90582,0,0.00125,1.18342,0.04967,2.00575,2.95461,0,0.0538,12.59757,0,0,0,0,0.01221,0,0,0.01162,0.28787,9.30693,2.92655,9.32377,0,0.37595,0,0.09111,0,0,0,0.18258,5.88584,0.00868,2.97714,0,0.0232,4.01393,2.58653,0.64611,20.11737,0,0,0,2.68892,0,28.92665,0,10.68266,0,3.26931,0,0.23034,0,7.42189,0,0,0.08457,0.04929,0.48421,0.7459,8.21083,0,4.96593,0,0.01218,0.03194,2.02427,0,0,0,0,0.75338,0,1.50711,0.87861,2.62914,0.07333,2.82798,10.58333,0.00473,0.07837,5.85757,0,1.58018,0.27084,1.7905,0,0.03849,2.32918,2.36569,0.01819,0.00286,0,1.86267,1.40784,0,0,0,1.45265,0,0.01322,2.91521,1.19803,0.00025,0,0.00283,0,1.94839,2.17292,0.0493,0,6.936,0,5.63788,0,0.30574,0.06392,0,0,0.01081,0.03502,0,13.77789,0.01757,0,0.06521,0,0,0.63665,3.25329,0.38996,0.08091,0.00177,0.00166,0,20.92451,0,0,0.00519,7.36038,0,0,0.03173,0.65793
"Bacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcaceae",0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577,0,0,0,0,0.01368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064
"Aerococcaceae",0,0,0,0,0,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0,0,0,0.03916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacteriaceae",0,0,0,0,0.00385,0.01258,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726,0,0,0,0,0,0,0,0,0.00068,0,0,0.00225,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0.00507,0,0,0,0,0.01728,0,0,0,0,0,0,0,0,0.04749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0
"Enterococcaceae",0,0,0.05294,0,0,1.30949,0,0,0.00122,0.04482,0,0.05511,0,1.37174,0,0,0,0,0.09153,0.02536,0,0,0,0.02818,0,0,0,0,0.01242,0,0.36005,0.0122,0.41919,0.33041,6.22097,0.01279,0,0,0,9.78613,0.15628,0,0,0,0.00406,0.05345,0.06648,0.00846,0,0.15537,1.00894,0,0.01977,0,0.02006,0,0.87759,0,0.03462,0.00345,0.00282,0,0,0,0.00368,0,0,0,0.00639,0,0,0,0.08252,0,0.15006,0,0,0,0,0,0,0,0,0.0068,0,1.21156,0.00519,2.51092,0.00482,0,0,0,0.46019,2.24086,0,0,0.00689,2.5982,0.00723,7.26898,0.28115,0,0,2.94359,0,0.3968,0,0,2.31779,0,0,5.73981,0.03506,0.06158,0,0,0.87433,0.12746,0.00671,0.02028,0,0.00656,0.61428,0.01015,2.55629,0.00964,0,0.04619,0.10859,0,0.00989,0,0,0,0,0,0.0198,2.08494,0.06039,0,0.65984,2.99467,0,0,0.01952,0,0.11585,0.33286,0.46293,0,0.69143,0,0,0,0.97786,0
"Lactobacillaceae",0.00099,0.27945,0.02161,0,0.21741,0.14355,0.23745,0.07734,0.00995,0.51098,3.14526,0.08475,0,0,0,0,0.02321,0.21277,0.16647,7.46508,0,0,0.12298,0.17597,0.00278,0.08869,0,0.02108,1.04945,0.01155,0.24439,0.02197,1.81937,0.59138,0.12558,0.04566,0,0.02035,0.03373,0.09849,0.02073,0,0,0,2.71998,0,0.01743,0.02993,0,0.39585,0.49926,0.00808,0.65794,0.00748,0.15506,1.03514,0.35475,0.17673,0.1402,0.03448,0.27545,0.00994,0.34411,0.14106,0.01379,55.53445,0.00562,0.06665,0.01807,0,0.03514,0.0295,0.00483,0,0.03551,0.08644,0.04468,0.01731,0.02937,0.24494,0.28615,0.00534,0,0.32376,0,0.04718,0.18342,0.35671,0.04838,0.01666,0.26796,0.03117,0.42079,0.13898,0.11507,0.00934,0.00113,0.28645,0.0402,0.01734,0.00096,1.15961,0.34934,0.01877,0.16183,0.10353,0.12222,0,0.39193,0,0.34583,0.01814,0.61934,0.23337,0.00765,0.18252,0.05371,0.352,0.05316,0.04541,0.19338,0.15271,0.00986,0.00644,0.06364,0.06249,1.46475,0,0.30379,0.21143,0,0,0.00544,0,0.27604,0,0,6.28721,0.08974,0.03963,0.09886,0.73777,0,0.01508,0.12466,0.97062,0,0,0.33635,1.18077,0,0.01071,0,0.99103,0,0.27332
"Streptococcaceae",0.07502,0.1987,0.94642,0.61187,3.3084,3.03588,0.06427,0.13129,0.8917,0.35864,4.4831,5.73723,0.07061,0.98549,0.78422,9.7313,0.01719,1.79444,0.41451,3.09069,0.21483,0.16454,1.24641,0.47892,3.93577,2.15186,0.24965,0.23846,17.67514,1.75635,10.49173,0.13705,0.04862,1.83381,0.81955,2.24419,0,1.88287,0.52391,0.77289,0.05817,0,0.05123,0.41281,0.06416,0,0.28509,19.19008,1.60345,0.12063,0.7109,0.52872,1.41681,1.56007,2.63466,5.02654,0.88165,0.02123,0.22198,0.54693,1.63982,1.84711,0.18885,0,1.11737,0.42988,0.24178,3.45535,7.02909,0,0.04789,5.73399,2.81479,0.08263,0.26406,0.17318,5.93017,1.03564,0.14425,0.59284,1.37948,3.24845,4.54312,3.39556,0.03712,0.95303,0.6611,0.97357,0.3909,0.03612,1.04598,0.24793,16.57517,2.0956,0.32593,1.46869,1.14678,1.31227,4.5962,0.49491,0.1999,0.73197,34.92452,0.11845,4.03771,0.25502,4.46655,0.82039,0.51744,0.00158,0.8242,3.15268,1.46986,1.49246,0.40504,1.38916,0.17876,0.53648,0.64378,0.02534,2.55023,2.17833,0.12376,1.47177,0.55411,0.15222,1.06392,0.40335,4.89409,0.38363,0.10429,0.13072,0.25363,0.01241,4.09501,0,0.16289,2.05669,1.41833,2.06373,17.05549,0.28378,0.14365,0.11544,0.04951,1.81993,20.82612,0.13113,0.98132,0.57107,2.42253,0.72022,0.14962,0.03178,2.1551,0.0332
"Christensenellaceae",0.00671,0,0,0,0,0,0,0,0,0,0,0.01718,0,0.00229,0,0,0,0,0,0.01491,0,0,0.01735,0,0,0,0,0,0,0.01518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01545,0,0,0,0,0,0,0.00889,0,0.00436,0,0,0,0,0,0,0,0.00537,0.09337,0,0,0.00015,0.00694,0,0,0,0,0.00089,0,0,0.06072,0,0.02074,0.00238,0,0,0,0.15138,0,0.01075,0,0.00206,0,0,0.00713,0,0,0.00202,0,0.00886,0,0,0,0.00687,0,0,0,0.00405,0,0,0,0,0,0,0,0.00525,0.00715,0.23846,0,0.00034,0.00109,0,0.00438,0,0.03778,0,0,0,0,0.13305,0,0,0.00031,0,0,0,0,0,0,0.01427,0,0.11596,0.05164,0,0,0.08378,0.00549,0,0.05535,0,0,0,0,0,0,0,0,0,0,0,0,0
